X,Y,CONFIDENCE
united airlines,yahoo.com,0.07942238267148015
www.http,yahoo.com,0.06962025316455697
askjeeves,travelocity.com,0.009174311926605503
baby names,toys r us,0.02027027027027027
baby names,home depot,0.033783783783783786
baby names,limewire,0.033783783783783786
jetblue,white pages,0.045714285714285714
www.ebay.com,www.myspace.com,0.03636363636363636
newsgroups,tattoos,0.030120481927710843
www.ebay.com,www.mapquest,0.00909090909090909
www.ebay.com,www.yahoo.com,0.09318181818181819
s,slingo,0.015151515151515154
askjeeves,target,0.03211009174311926
msn,webmd,0.014705882352941175
web md,zip codes,0.017241379310344827
s,y,0.03535353535353535
s,www.,0.010101010101010102
pogo.com,white pages,0.01234567901234568
.com,white pages,0.01442741208295762
.com,cheap tickets,0.003606853020739405
.com,ttp,0.005410279531109108
.com,www.msn.com,0.009017132551848514
.com,msn.com,0.018935978358881875
.com,sams club,0.004508566275924257
.com,recent,0.00721370604147881
.com,www.bankofamerica.com,0.002705139765554554
.com,wwww.myspace.com,0.010820559062218215
.com,mysapce.com,0.009918845807033365
.com,myspace layouts,0.005410279531109108
.com,toys r us,0.0063119927862939585
.com,baby names,0.003606853020739405
.com,barnes and noble,0.002705139765554554
.com,nascar,0.003606853020739405
www.google,wwww.google.com,0.018018018018018018
y,yellow pages,0.012048192771084336
best buy,homedepot,0.029925187032418955
best buy,internet,0.04239401496259352
travelocity,usps,0.026859504132231402
best buy,powerball,0.00997506234413965
travelocity,www.myspace.com,0.010330578512396695
best buy,used cars,0.00997506234413965
best buy,itunes,0.029925187032418955
staples,tattoos,0.02380952380952381
staples,wachovia,0.011904761904761906
best buy,porn,0.012468827930174564
hotels,www.myspace,0.018072289156626505
hotels,member rewards,0.012048192771084336
my space.com,www.myspace.com,0.12307692307692307
google.com,password,0.0027835768963117603
mapquest.com,office depot,0.0069044879171461454
mapquest.com,wikipedia,0.005753739930955121
hotels,remax,0.012048192771084336
google.com,s,0.005219206680584551
google.com,http;,0.004175365344467641
jcpenney,weather.com,0.03333333333333333
mapquest.com,tattoos,0.00805523590333717
my space.com,white pages,0.01282051282051282
mapquest.com,porn,0.009205983889528193
my space.com,pussy,0.01282051282051282
my space.com,www.google,0.010256410256410256
google.com,ttp,0.005567153792623521
monster.com,verizon.com,0.015094339622641511
monster.com,whitney houston,0.007547169811320756
my space.com,target.com,0.015384615384615384
hotels,www.yahoo.com,0.018072289156626505
my space.com,zip codes,0.01282051282051282
mapquest.com,nick.com,0.012658227848101267
monster.com,www.google.com,0.052830188679245285
google.com,www.yahoo,0.004523312456506611
my space.com,walmart.com,0.02564102564102564
mapquest.com,mycl.cravelyrics.com,0.004602991944764097
qvc.com,www.myspace.com,0.013157894736842106
qvc.com,yellow pages,0.026315789473684213
my,mycl.cravelyrics.com,0.04666666666666666
msn,www.mapquest.com,0.008403361344537815
qvc.com,sears.com,0.03947368421052632
msn,social security,0.012605042016806723
pogo.com,screen name,0.01234567901234568
qvc.com,realtor.com,0.026315789473684213
jetblue,www.yahoo.com,0.017142857142857144
my,yellow pages,0.011111111111111112
msn,www.msn.com,0.027310924369747896
s,southwest airlines,0.020202020202020204
www.ebay.com,www.mapquest.com,0.03863636363636364
movies,yahoo.com,0.11363636363636363
craigslist,horoscope,0.012578616352201257
msn,song lyrics,0.004201680672268907
msn,www.myspace,0.010504201680672268
www.ebay.com,www.hotmail.com,0.011363636363636364
pogo.com,webmd,0.01646090534979424
jetblue,www.google.com,0.03428571428571429
movies,music,0.027272727272727275
movies,white pages,0.045454545454545456
askjeeves,google.com,0.13761467889908255
craigslist,slingo,0.009433962264150943
my,walmart.com,0.0044444444444444444
www yahoo.com,www.mapquest,0.022988505747126436
askjeeves,my space,0.03669724770642201
askjeeves,www.ebay,0.009174311926605503
msn,www myspace.com,0.004201680672268907
msn,wwww.myspace.com,0.010504201680672268
movies,myspace.com,0.06818181818181818
s,wikipedia,0.015151515151515154
www yahoo.com,www.google,0.022988505747126436
my,myspace layouts,0.024444444444444446
askjeeves,bankofamerica.com,0.009174311926605503
my,www.http,0.0044444444444444444
askjeeves,myspace com,0.009174311926605503
msn,travel,0.004201680672268907
pogo.com,yahoo mail,0.01234567901234568
jetblue,sears,0.05714285714285715
qvc.com,www.google.com,0.026315789473684213
baby names,delta,0.013513513513513514
baby names,nascar,0.013513513513513514
www.ebay.com,wwww.myspace.com,0.00909090909090909
craigslist,y,0.012578616352201257
travelocity.com,www.mapquest.com,0.029239766081871347
match.com,myspace.com,0.11920529801324503
match.com,travelocity.com,0.013245033112582781
.com,www.fafsa.gov,0.004508566275924257
.com,cnn,0.004508566275924257
.com,www.disneychannel.com,0.005410279531109108
.com,www.my,0.004508566275924257
.com,netflix,0.004508566275924257
www.google,www.mysapce.com,0.006006006006006006
www.google,www.myspace,0.02102102102102102
y,zip codes,0.006024096385542168
best buy,lyrics,0.017456359102244388
best buy,southwest airlines,0.032418952618453865
best buy,pogo.com,0.004987531172069825
best buy,hotmail,0.004987531172069825
travelocity,ww,0.004132231404958678
staples,www,0.011904761904761906
travelocity,www.my,0.006198347107438017
best buy,slingo,0.004987531172069825
best buy,realtor.com,0.004987531172069825
mapquest.com,www.bankofamerica.com,0.010356731875719219
my space.com,www.bankofamerica.com,0.010256410256410256
jcpenney,mycl.cravelyrics.com,0.013333333333333332
monster.com,sprint,0.01886792452830189
monster.com,www yahoo.com,0.011320754716981133
hotels,sams club,0.018072289156626505
hotels,newsgroups,0.012048192771084336
hotels,nick.com,0.012048192771084336
my space.com,password,0.007692307692307692
my space.com,omhttp,0.007692307692307692
my space.com,wikipedia,0.007692307692307692
mapquest.com,videos,0.004602991944764097
google.com,htt,0.003131524008350731
mapquest.com,member rewards,0.0069044879171461454
my space.com,pogo.com,0.01282051282051282
hotels,webunlock,0.012048192771084336
jcpenney,office depot,0.02
my space.com,ttp,0.005128205128205128
monster.com,wachovia,0.007547169811320756
my space.com,www,0.017948717948717947
monster.com,www.hotmail.com,0.007547169811320756
askjeeves,my space.com,0.018348623853211007
newsgroups,travel,0.012048192771084336
askjeeves,walmart,0.041284403669724766
web md,yahoo maps,0.01293103448275862
movies,ticketmaster,0.013636363636363637
baby names,qvc,0.013513513513513514
craigslist,www,0.018867924528301886
askjeeves,profileedit.myspace.com,0.009174311926605503
craigslist,monster.com,0.018867924528301886
askjeeves,e,0.013761467889908258
askjeeves,orbitz,0.018348623853211007
baby names,myspace.com,0.08108108108108109
askjeeves,sex,0.013761467889908258
craigslist,irs.gov,0.009433962264150943
craigslist,verizon,0.009433962264150943
qvc.com,www.yahoo.com,0.026315789473684213
craigslist,white pages,0.018867924528301886
s,wachovia,0.010101010101010102
movies,videos,0.022727272727272728
movies,tattoos,0.022727272727272728
pogo.com,verizon,0.02469135802469136
baby names,www.ask.com,0.033783783783783786
baby names,wikipedia,0.013513513513513514
craigslist,www.ebay,0.009433962264150943
www.ebay.com,www.msn.com,0.011363636363636364
askjeeves,nascar,0.018348623853211007
askjeeves,cartoon network,0.009174311926605503
askjeeves,recipes,0.013761467889908258
jetblue,kelly blue book,0.011428571428571429
my,ww,0.008888888888888889
msn,sex,0.012605042016806723
qvc.com,southwest,0.013157894736842106
craigslist,itunes,0.009433962264150943
baby names,realtor.com,0.013513513513513514
baby names,craigslist,0.02702702702702703
baby names,costco,0.013513513513513514
jetblue,target.com,0.017142857142857144
united airlines,www.bankofamerica.com,0.007220216606498195
askjeeves,jokes,0.009174311926605503
www yahoo.com,www.fafsa.gov,0.017241379310344827
craigslist,names,0.006289308176100628
baby names,used cars,0.02702702702702703
baby names,tattoos,0.02027027027027027
my,webunlock,0.0044444444444444444
pogo.com,www.,0.00823045267489712
msn,s,0.0063025210084033615
baby names,www.disney channel.com,0.013513513513513514
craigslist,sprint,0.012578616352201257
askjeeves,www.,0.03211009174311926
jetblue,myspace,0.03428571428571429
newsgroups,southwest airlines,0.012048192771084336
askjeeves,sears.com,0.009174311926605503
askjeeves,honda,0.009174311926605503
baby names,southwest airlines,0.013513513513513514
united airlines,www.irs.gov,0.010830324909747294
msn,powerball,0.004201680672268907
www.ebay.com,zip codes,0.006818181818181819
craigslist,sex,0.009433962264150943
my,www.hotmail.com,0.0044444444444444444
movies,www.msn.com,0.00909090909090909
askjeeves,cnn,0.009174311926605503
pogo.com,song lyrics,0.00823045267489712
jetblue,qvc,0.011428571428571429
craigslist,www.,0.006289308176100628
match.com,yellow pages,0.052980132450331126
match.com,www.myspace.com,0.019867549668874173
match.com,people search,0.013245033112582781
ebay,www.google.com,0.030324652158401712
http,internet,0.04970059880239521
internet,mapquest,0.0733644859813084
american idol,remax,0.013888888888888888
target,ticketmaster,0.04070796460176991
www.myspace.com,yahoo.com,0.13701431492842536
dell.com,hotmail.com,0.03546099290780142
dell.com,myspace.com,0.14893617021276595
dell.com,g,0.028368794326241134
ebay,expedia.com,0.011773100249732429
ebay,kohls,0.013913663931501964
ebay,free games,0.005708169818052087
internet,kohls,0.0037383177570093455
american idol,expedia.com,0.016865079365079368
american idol,google,0.22123015873015872
american idol,yahoo mail,0.012896825396825396
american idol,myspace.com,0.050595238095238096
expedia,my space.com,0.022222222222222223
expedia,travelocity,0.2158730158730159
expedia,myspace.com,0.031746031746031744
expedia,map quest,0.11428571428571428
expedia,jetblue,0.050793650793650794
verizon,yahoo.com,0.05699481865284974
http,ticketmaster,0.011377245508982035
ebay,horoscope,0.006421691045308598
internet,www.google.com,0.032242990654205606
internet,yahoo,0.07242990654205607
ebay,go,0.0035676061362825543
walmart,yahoo,0.17157490396927016
home depot,myspace.com,0.051319648093841645
home depot,southwest.com,0.005865102639296188
american idol,games,0.010912698412698414
american idol,maps,0.020833333333333332
american idol,bestbuy,0.007936507936507936
home depot,southwest airlines,0.05865102639296188
expedia,mhttp,0.006349206349206349
qvc,yahoo,0.12093023255813952
espn.com,nascar,0.018072289156626505
espn.com,p,0.012048192771084336
nascar,yahoo.com,0.05803571428571429
target.com,yahoo,0.09183673469387756
horoscope,m,0.02347417840375587
google earth,http,0.03686635944700461
google earth,mapquest,0.16129032258064518
http,my space,0.013173652694610778
target,travelocity,0.0424778761061947
ebay,lowes,0.0392436674991081
ebay,www.walmart.com,0.006421691045308598
ebay,recent,0.004994648590795576
ebay,sams club,0.013200142704245452
ebay,verizon wireless,0.014627185158758473
wachovia,white pages,0.028985507246376812
internet,maps,0.01542056074766355
american idol,kohls,0.020833333333333332
american idol,sams club,0.011904761904761906
american idol,ask jeeves,0.03273809523809523
circuit city,holiday inn,0.029508196721311473
circuit city,weather,0.052459016393442616
circuit city,http,0.07868852459016393
circuit city,jcpenney,0.029508196721311473
home depot,verizon wireless,0.026392961876832845
circuit city,expedia,0.039344262295081964
circuit city,costco,0.0721311475409836
b,map quest,0.04433497536945813
american idol,www.disney channel.com,0.0029761904761904765
home depot,ups,0.03225806451612903
home depot,united airlines,0.02785923753665689
home depot,office depot,0.04105571847507331
american idol,costco,0.015873015873015872
usps,yahoo.com,0.08171206225680934
expedia,http,0.047619047619047616
expedia,mapquest.com,0.02857142857142857
disney.com,ticketmaster,0.02962962962962963
expedia,weather,0.05714285714285714
expedia,www.walmart.com,0.009523809523809525
expedia,walmart,0.06349206349206349
expedia,verizon wireless,0.025396825396825397
macys,sears,0.14285714285714285
espn.com,macys,0.024096385542168672
qvc,verizon.com,0.013953488372093023
verizon,white pages,0.046632124352331605
southwest airlines,yellow pages,0.034267912772585674
southwest airlines,travelocity,0.08411214953271028
expedia,yahoo.com,0.07301587301587302
toys r us,used cars,0.023668639053254437
cingular.com,comhttp,0.011904761904761906
http,irs,0.011976047904191617
http,netflix,0.010778443113772455
target,weather.com,0.01592920353982301
http,wikipedia,0.00718562874251497
http,song lyrics,0.003592814371257485
http,www.mapquest.com,0.006586826347305389
http,monster.com,0.008982035928143712
target,videos,0.0035398230088495575
ebay,p,0.0035676061362825543
ebay,food network,0.010346057795219408
internet,myspace,0.02616822429906542
ebay,www.myspace.com,0.01890831252229754
ebay,hotels,0.00784873349982162
internet,lowes,0.010747663551401868
espn,nick.com,0.013392857142857144
ebay,priceline.com,0.00463788797716732
internet,weather,0.03271028037383178
ebay,www yahoo.com,0.0017838030681412772
internet,sears,0.013551401869158878
internet,jcpenny,0.0037383177570093455
ebay,videos,0.006421691045308598
ebay,webunlock,0.0021405636817695326
internet,jet blue,0.004205607476635514
ebay,m,0.01712450945415626
ebay,fafsa,0.0035676061362825543
ebay,ttp,0.004281127363539065
home depot,song lyrics,0.004398826979472141
b,cingular,0.024630541871921183
circuit city,office depot,0.07540983606557376
american idol,ebay.com,0.033730158730158735
home depot,sears.com,0.017595307917888565
home depot,www.ebay.com,0.016129032258064516
american idol,used cars,0.011904761904761906
american idol,toys r us,0.016865079365079368
american idol,irs,0.018849206349206348
b,slingo,0.01477832512315271
member rewards,yahoo.com,0.08465608465608465
macys,target,0.16770186335403728
horoscope,www.google.com,0.04694835680751174
comcast,fidelity.com,0.0136986301369863
verizon,yahoo,0.13471502590673573
macys,walmart,0.13043478260869565
disney.com,expedia,0.022222222222222223
disney.com,hotels,0.014814814814814815
jet blue,powerball,0.009345794392523366
jet blue,pogo,0.009345794392523366
member rewards,www.yahoo,0.010582010582010581
member rewards,toyota,0.021164021164021163
southwest airlines,toyota,0.012461059190031152
jet blue,yahoo.com,0.028037383177570097
jet blue,sams club,0.01869158878504673
expedia,office depot,0.01904761904761905
macys,tattoos,0.012422360248447206
nascar,s,0.008928571428571428
southwest airlines,webmd,0.01869158878504673
jet blue,travel,0.023364485981308414
expedia,yellow pages,0.03492063492063492
myspace layouts,www.,0.01869158878504673
free porn,kohls,0.01875
cingular.com,homedepot,0.02380952380952381
cingular.com,walmart.com,0.06547619047619048
free porn,white pages,0.049999999999999996
toyota,www,0.032432432432432434
dell.com,expedia,0.014184397163120567
dell.com,orbitz,0.021276595744680854
toys r us,verizon.com,0.011834319526627219
toyota,ww.myspace.com,0.010810810810810811
free music downloads,yahoo,0.16546762589928057
cingular.com,dictionary,0.04761904761904762
target,www.yahoo.com,0.023008849557522124
http,www.mysapce.com,0.00718562874251497
target,target.com,0.06371681415929203
target,yahoo mail,0.010619469026548674
http,y,0.012574850299401197
http,jokes,0.0029940119760479044
http,www yahoo.com,0.005389221556886228
target,www.,0.010619469026548674
http,wwww.google.com,0.0029940119760479044
http,www.disney channel.com,0.0017964071856287425
http,nextel,0.005988023952095809
http,itunes,0.0023952095808383233
ebay,www.msn.com,0.003210845522654299
espn,nascar,0.022321428571428572
internet,weather.com,0.007476635514018691
ebay,www.bankofamerica.com,0.00392436674991081
internet,ww,0.004205607476635514
internet,profileedit.myspace.com,0.004205607476635514
ebay,song lyrics,0.006421691045308598
internet,jobs,0.006542056074766355
ebay,realtor.com,0.014627185158758473
internet,www.hotmail.com,0.007009345794392523
internet,travel,0.0037383177570093455
internet,yahoo maps,0.0037383177570093455
ebay,florida lottery,0.0035676061362825543
ebay,s,0.004994648590795576
internet,mysp,0.0037383177570093455
wachovia,zip codes,0.014492753623188406
internet,priceline.com,0.0032710280373831773
espn,limewire,0.022321428571428572
ebay,travelocity.com,0.003210845522654299
espn,myspace,0.05803571428571429
espn,goggle,0.022321428571428572
espn,msn,0.04017857142857143
walmart,www.yahoo.com,0.03713188220230473
american idol,w,0.005952380952380953
american idol,member rewards,0.00496031746031746
music,www.ebay,0.015306122448979591
american idol,www.hotmail.com,0.006944444444444444
american idol,hotmail,0.010912698412698414
american idol,driving directions,0.013888888888888888
american idol,qvc.com,0.005952380952380953
american idol,monster.com,0.00992063492063492
circuit city,wikipedia,0.006557377049180327
circuit city,mapquest.com,0.026229508196721308
home depot,pussy,0.004398826979472141
american idol,orbitz.com,0.00992063492063492
b,www yahoo.com,0.01477832512315271
walmart,www.myspace,0.008962868117797694
american idol,sears.com,0.007936507936507936
music,www.walmart.com,0.01020408163265306
b,expedia,0.019704433497536946
b,best buy,0.02955665024630542
american idol,www.google,0.011904761904761906
american idol,overstock.com,0.006944444444444444
american idol,videos,0.007936507936507936
circuit city,irs.gov,0.019672131147540982
b,internet,0.06896551724137931
b,sex,0.009852216748768473
b,msn.com,0.009852216748768473
b,jetblue,0.009852216748768473
music,mycl.cravelyrics.com,0.01020408163265306
circuit city,comcast,0.026229508196721308
music,remax,0.01020408163265306
b,kmart,0.019704433497536946
b,bed bath and beyond,0.01477832512315271
circuit city,movies,0.013114754098360654
circuit city,limewire,0.022950819672131143
nascar,slingo,0.013392857142857144
qvc,www.myspace.com,0.013953488372093023
espn.com,lowes,0.030120481927710843
jet blue,southwest,0.03738317757009346
comcast,sprint,0.0273972602739726
comcast,weather,0.08904109589041094
macys,sprint,0.02484472049689441
southwest airlines,toys r us,0.009345794392523366
usps,verizon wireless,0.04669260700389106
qvc,www.,0.009302325581395349
disney.com,ebay.com,0.03703703703703704
member rewards,monster.com,0.010582010582010581
member rewards,y,0.010582010582010581
member rewards,my,0.021164021164021163
horoscope,map quest,0.03755868544600939
expedia,nascar,0.009523809523809525
expedia,mime,0.006349206349206349
macys,weather,0.07453416149068323
espn.com,usps,0.03614457831325301
horoscope,www.mapquest,0.014084507042253521
espn.com,games,0.018072289156626505
espn.com,http;,0.018072289156626505
espn.com,ww,0.012048192771084336
member rewards,paypal,0.010582010582010581
nascar,yahoo mail,0.008928571428571428
www,wwww.google.com,0.01002004008016032
jet blue,southwest.com,0.01869158878504673
expedia,match.com,0.009523809523809525
espn.com,weather,0.03614457831325301
expedia,jcpenny,0.012698412698412698
verizon,y,0.02072538860103627
member rewards,nascar,0.021164021164021163
member rewards,names,0.010582010582010581
member rewards,www.,0.010582010582010581
macys,www.yahoo.com,0.018633540372670808
target.com,verizon wireless,0.020408163265306124
espn.com,porn,0.018072289156626505
espn.com,pussy,0.012048192771084336
nascar,usps,0.022321428571428572
horoscope,www.mapquest.com,0.014084507042253521
comcast,www.irs.gov,0.02054794520547945
horoscope,whitney houston,0.014084507042253521
nascar,southwest airlines,0.008928571428571428
horoscope,myspace,0.03286384976525821
disney.com,www,0.03703703703703704
member rewards,webunlock,0.010582010582010581
macys,ww.myspace.com,0.012422360248447206
disney.com,horoscopes,0.014814814814814815
comcast,msn.com,0.0136986301369863
comcast,travelocity,0.0547945205479452
disney.com,om,0.014814814814814815
usps,www.yahoo.com,0.027237354085603113
comcast,office depot,0.0273972602739726
nascar,webmd,0.013392857142857144
southwest airlines,www.bankofamerica.com,0.006230529595015576
usps,web md,0.019455252918287938
member rewards,travel,0.010582010582010581
expedia,google.co,0.006349206349206349
member rewards,webmd,0.021164021164021163
horoscope,jokes,0.009389671361502348
comcast,delta airlines,0.0273972602739726
free music downloads,weather,0.03597122302158274
cingular.com,www.yahoo.com,0.041666666666666664
google earth,www.google.com,0.05069124423963134
dell.com,sears,0.021276595744680854
free music downloads,www.yahoo.com,0.09352517985611511
free music downloads,my space.com,0.04316546762589929
free porn,maps,0.03125
free porn,southwest airlines,0.024999999999999998
free porn,music,0.012499999999999999
www.hotmail.com,www.mapquest.com,0.02960526315789474
www.my,wwww.myspace.com,0.04081632653061225
dell.com,www.myspace.com,0.04255319148936171
free music downloads,internet,0.06474820143884892
free music downloads,games,0.02877697841726619
google earth,im help,0.027649769585253458
cingular.com,southwest.com,0.01785714285714286
google earth,toyota,0.013824884792626729
google earth,myspace,0.041474654377880185
dell.com,toys r us,0.028368794326241134
cingular.com,yahoo mail,0.03571428571428572
dell.com,verizon.com,0.04964539007092198
free porn,weather,0.03125
http,lyrics,0.009580838323353293
target,ww.myspace.com,0.005309734513274337
target,www.disneychannel.com,0.0035398230088495575
target,zillow.com,0.007079646017699115
ebay,www myspace.com,0.0021405636817695326
internet,www.ebay,0.002336448598130841
espn,nascar.com,0.008928571428571428
ebay,match.com,0.00463788797716732
espn,my,0.008928571428571428
espn,priceline.com,0.008928571428571428
espn,target.com,0.008928571428571428
espn,maps,0.017857142857142856
espn,my space.com,0.008928571428571428
wachovia,weather,0.02173913043478261
espn,mysp,0.008928571428571428
espn,www.hotmail.com,0.022321428571428572
wachovia,www.hotmail.com,0.02173913043478261
espn,sprint,0.017857142857142856
b,usps,0.019704433497536946
american idol,jobs,0.007936507936507936
home depot,www.http,0.007331378299120235
home depot,profileedit.myspace.com,0.004398826979472141
home depot,www.myspace,0.005865102639296188
circuit city,google earth,0.013114754098360654
music,wwww.myspace.com,0.015306122448979591
american idol,www,0.007936507936507936
b,white pages,0.019704433497536946
b,circuit city,0.01477832512315271
music,www.hotmail.com,0.015306122448979591
american idol,disney channel.com,0.003968253968253968
circuit city,sears.com,0.013114754098360654
american idol,askjeeves.com,0.003968253968253968
american idol,zillow.com,0.0029761904761904765
circuit city,goggle,0.019672131147540982
home depot,mailbox,0.007331378299120235
american idol,profileedit.myspace.com,0.003968253968253968
b,free credit report,0.009852216748768473
music,sprint,0.015306122448979591
american idol,dell.com,0.00496031746031746
circuit city,p,0.006557377049180327
b,www,0.019704433497536946
circuit city,recent,0.006557377049180327
home depot,recent,0.007331378299120235
circuit city,e-bay,0.006557377049180327
american idol,www.http,0.003968253968253968
b,homedepot,0.01477832512315271
american idol,screen name,0.0029761904761904765
american idol,fafsa,0.00496031746031746
circuit city,w,0.006557377049180327
circuit city,www.ask.com,0.006557377049180327
home depot,pogo.com,0.002932551319648094
home depot,ww.myspace.com,0.004398826979472141
home depot,www.irs.gov,0.002932551319648094
b,movies,0.009852216748768473
b,password,0.009852216748768473
american idol,www.fafsa.gov,0.0029761904761904765
expedia,wikipedia,0.006349206349206349
southwest airlines,travel,0.004672897196261683
nascar,weather,0.04017857142857143
comcast,orbitz,0.0410958904109589
comcast,sears,0.047945205479452045
comcast,expedia.com,0.0136986301369863
myspace layouts,southwest airlines,0.014018691588785048
comcast,macys,0.047945205479452045
usps,www.http,0.011673151750972765
member rewards,travelocity,0.015873015873015872
comcast,netflix,0.0136986301369863
disney.com,goggle.com,0.03703703703703704
disney.com,g,0.03703703703703704
macys,monster.com,0.012422360248447206
nascar,recent,0.013392857142857144
myspace layouts,nextel,0.009345794392523366
expedia,ww.myspace.com,0.009523809523809525
www,www.irs.gov,0.004008016032064128
comcast,hotmail,0.02054794520547945
comcast,e-bay,0.0273972602739726
comcast,overstock.com,0.0136986301369863
comcast,free games,0.0136986301369863
member rewards,usps,0.015873015873015872
expedia,mailbox,0.012698412698412698
jet blue,mapquest.com,0.01869158878504673
horoscope,united airlines,0.018779342723004695
jet blue,tattoo,0.009345794392523366
southwest airlines,tattoos,0.00778816199376947
southwest airlines,ttp,0.004672897196261683
myspace layouts,zip codes,0.009345794392523366
macys,northwest airlines,0.012422360248447206
comcast,united airlines,0.0136986301369863
comcast,weather.com,0.0136986301369863
expedia,yahoo maps,0.009523809523809525
horoscope,overstock.com,0.009389671361502348
member rewards,msn.com,0.015873015873015872
comcast,www.myspace.com,0.03424657534246575
www,y,0.008016032064128256
macys,myspace com,0.012422360248447206
horoscope,myspace.co,0.009389671361502348
jet blue,music,0.009345794392523366
disney.com,sams club,0.014814814814814815
disney.com,yellow pages,0.022222222222222223
expedia,horoscope,0.006349206349206349
expedia,tattoos,0.006349206349206349
southwest airlines,www.mapquest,0.003115264797507788
espn.com,www.disneychannel.com,0.012048192771084336
horoscope,sprint,0.014084507042253521
espn.com,free games,0.012048192771084336
southwest airlines,videos,0.00778816199376947
verizon,www.irs.gov,0.0051813471502590676
comcast,verizon wireless,0.0136986301369863
comcast,games,0.0136986301369863
horoscope,jet blue,0.009389671361502348
horoscope,southwest,0.009389671361502348
www,www.my,0.004008016032064128
disney.com,sears.com,0.02962962962962963
target.com,www yahoo.com,0.006802721088435374
expedia,g,0.012698412698412698
southwest airlines,www yahoo.com,0.003115264797507788
macys,profileedit.myspace.com,0.012422360248447206
toys r us,yahoo mail,0.023668639053254437
free music downloads,toys r us,0.014388489208633094
cingular.com,web md,0.011904761904761906
toys r us,wachovia,0.011834319526627219
google earth,www.google,0.02304147465437788
google earth,msn,0.013824884792626729
password,www.yahoo.com,0.045
wikipedia,www.google,0.03496503496503496
toys r us,web md,0.023668639053254437
cingular.com,www.myspace.com,0.02380952380952381
cingular.com,m,0.02380952380952381
cingular.com,www.hotmail.com,0.011904761904761906
cingular.com,irs.gov,0.011904761904761906
cingular.com,directions,0.01785714285714286
cingular.com,nascar.com,0.02380952380952381
free music downloads,mhttp,0.014388489208633094
free music downloads,free porn,0.03597122302158274
dell.com,food network,0.028368794326241134
toyota,www.ebay.com,0.010810810810810811
google earth,yahoo maps,0.013824884792626729
